comment,original,translation
ch03.xml:932,"<emphasis role=""bold"">Ezmlm</emphasis>&nbsp;&mdash;&nbsp;<ulink url=""http://cr.yp.to/ezmlm.html""></ulink>","<emphasis role=""bold"">Ezmlm</emphasis>&nbsp;&mdash;&nbsp;<ulink url=""http://cr.yp.to/ezmlm.html""></ulink>"
ch03.xml:933,"(Designed to work with the <ulink url=""http://cr.yp.to/qmail.html"">Qmail</ulink> mail delivery system.)","(Deseñado para traballar có sistema de distribución de correo  <ulink url=""http://cr.yp.to/qmail.html"">Qmail</ulink>)"
ch03.xml:938,"<emphasis role=""bold"">Dada</emphasis>&nbsp;&mdash;&nbsp;<ulink url=""http://mojo.skazat.com/""></ulink>","<emphasis role=""bold"">Dada</emphasis>&nbsp;&mdash;&nbsp;<ulink url=""http://mojo.skazat.com/""></ulink>"
ch03.xml:939,"(Despite the web site's bizarre attempts to hide the fact, this is free software, released under the GNU General Public License. It also has a built-in archiver.)","(A pesares dos insistentes esforzos da súa web para ocultalo, é software libre, liberado baixo a licencia GNU. Tamén inclúe un arquivador)"
ch03.xml:945,Mailing list archiving software:,Sosftware de arquivado de listas de correo:
ch03.xml:949,"<emphasis role=""bold"">MHonArc</emphasis>&nbsp;&mdash;&nbsp;<ulink url=""http://www.mhonarc.org/""></ulink>","<emphasis role=""bold"">MHonArc</emphasis>&nbsp;&mdash;&nbsp;<ulink url=""http://www.mhonarc.org/""></ulink>"
ch03.xml:952,"<emphasis role=""bold"">Hypermail</emphasis>&nbsp;&mdash;&nbsp;<ulink url=""http://www.hypermail.org/""></ulink>","<emphasis role=""bold"">Hypermail</emphasis>&nbsp;&mdash;&nbsp;<ulink url=""http://www.hypermail.org/""></ulink>"
ch03.xml:955,"<emphasis role=""bold"">Lurker</emphasis>&nbsp;&mdash;&nbsp;<ulink url=""http://sourceforge.net/projects/lurker/""></ulink>","<emphasis role=""bold"">Lurker</emphasis>&nbsp;&mdash;&nbsp;<ulink url=""http://sourceforge.net/projects/lurker/""></ulink>"
ch03.xml:958,"<emphasis role=""bold"">Procmail</emphasis>&nbsp;&mdash;&nbsp;<ulink url=""http://www.procmail.org/""></ulink>","<emphasis role=""bold"">Procmail</emphasis>&nbsp;&mdash;&nbsp;<ulink url=""http://www.procmail.org/""></ulink>"
ch03.xml:959,"(Companion software to SmartList, this is a general mail processing system that can, apparently, be configured as an archiver.)","(Software de acompañamento de Smartlistk, é un sistema procesador de correo que pode, aparentemente, ser configurado como arquivador)"
ch03.xml:972,Version Control,Control de versións
ch03.xml:974,"A <firstterm>version control system</firstterm> (or <firstterm>revision control system</firstterm>) is a combination of technologies and practices for tracking and controlling changes to a project's files, in particular to source code, documentation, and web pages. If you have never used version control before, the first thing you should do is go find someone who has, and get them to join your project. These days, everyone will expect at least your project's source code to be under version control, and probably will not take the project seriously if it doesn't use version control with at least minimal competence.","Un <firstterm>sistema de control de versións</firstterm> (ou <firstterm>sistema de control de revisións</firstterm>) é unha combinación de tecnoloxías e prácticas para facer seguimento e control dos cambios que se van producindo nos ficheiros dun proxecto, nomeadamente nos de código fonte, documentación e páxinas web. Si nunca antes usaches control de versións, o primeiro que deberías facer é buscar a alguén que sí o teña usado e fichalo para o teu proxecto. Hoxe en día, todo o mundo espera que cando menos o código fonte do teu proxecto estea subido a un sistema de control de versións, e seguramente non se tomará o proxecto en serio si non se utiliza este sistema cun mínimo de solvencia."
ch03.xml:985,"The reason version control is so universal is that it helps with virtually every aspect of running a project: inter-developer communications, release management, bug management, code stability and experimental development efforts, and attribution and authorization of changes by particular developers. The version control system provides a central coordinating force among all of these areas. The core of version control is <firstterm>change management</firstterm>: identifying each discrete change made to the project's files, annotating each change with metadata like the change's date and author, and then replaying these facts to whoever asks, in whatever way they ask. It is a communications mechanism where a change is the basic unit of information.","A razón pola que o control de versións é tan universal é que axuda a prácticamente todos e cada un dos aspectos relacionados coa xestión dun proxecto: comunicacións entre desenvolvedores, xestión de liberacóns, seguimento de erros (bug tracking), estabilidade do código e esforzos de desenvolvemento experimental, e atribución e autorización de cambios por certos desevolvedores. O sitema de control de versións ofrece un centro de mando para todas estas tarefas. O núcleo do control de versións reside na <firstterm>xestión de cambios</firstterm>: identificando cada cambio discreto realizado aos ficheiros do proxecto, anotando cada cambio con metadatos tales como a súa data e o seu autor, e repetindo estes procesos para quen quera que o solicite, sin importar como o solicite. É un mecanismo de comunicación no que o cambio é a unidade básica de información."
ch03.xml:998,"This section does not discuss all aspects of using a version control system. It's so all-encompassing that it must be addressed topically throughout the book. Here, we will concentrate on choosing and setting up a version control system in a way that will foster cooperative development down the road.","Esta sección non vai revisar a totalidade dos aspectos derivados do uso dun sistema de control de versións. É tan transversal que vai ser comentado ao longo do libro. Eiquí, nos concentraremos na elección e a configuración dun sstema de control de versións de xeito que facilite o desenvolvemento coperativo para que vaia costa abaixo."
ch03.xml:1006,Version Control Vocabulary,Vocabulario de Control de Versións
ch03.xml:1008,"This book cannot teach you how to use version control if you've never used it before, but it would be impossible to discuss the subject without a few key terms. These terms are useful independently of any particular version control system: they are the basic nouns and verbs of networked collaboration, and will be used generically throughout the rest of this book. Even if there were no version control systems in the world, the problem of change management would remain, and these words give us a language for talking about that problem concisely.","Este libro non pode aprenderte a usar o control de versións si nunca antes o usaches, pero sería imposible falar sobre a materia sin definir primeiro algúns conceptos chave. Estes termos son útiles independentemente de cal sexa o sistema  de control de versións seleccionado: son os verbos e sustantivos básicos cara a colaboración en rede, e serán usados dexeito xenérico ao longo do resto do libro. Aínda que non existiran sistemas de control de versións, permanecería o problema da xestión de cambios, e estes termos nos van fornecer dunha linguaxe para falar concisamente deste problema."
